Symbol,Name,Exchange,Last,Industry,SIC Description,Time,Trend,20D Avg Vol,52W %/High,20D MA,50D MA,100D MA,Market Cap
NOG,Northern Oil and Gas,NYSE,28.52,Oil - US Exploration & Product,,4/5/2022,Buy,1327300,-6.30%,27.06,25.37,23.25,2298575000
NOV,Nov Inc,NYSE,19.37,Technology Services,,4/5/2022,Buy,4710675,-19.49%,19.86,18.24,16.01,7908273000
NREF,Nexpoint Real Estate Finance Inc,NYSE,22.61,REIT - Mortgage Trusts,,4/5/2022,Buy,69635,-5.67%,22.34,21.2,20.86,328183000
NRGV,Energy Vault Hldgs Inc,NYSE,21.64,Other Alt Energy,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen",4/5/2022,Buy,775245,-2.08%,14.2,12.28,11.11,654071000
NRP,Natural Resource Partners LP,NYSE,42.59,Coal,,4/5/2022,Buy,38375,-6.68%,41.46,38.89,35.76,550360000
NTR,Nutrien Ltd,NYSE,101.2,Fertilizers,,4/5/2022,Buy,4494905,-7.02%,101.95,87.5,79.06,56742004000
NTUS,Natus Medical Inc,NASDAQ,25.36,Medical Instruments,,4/5/2022,Buy,151585,-14.61%,25.62,24.67,24.37,884974000
NUE,Nucor Corp,NYSE,148.8,Steel - Producers,,4/5/2022,Buy,3232005,-5.64%,143.38,128.21,120.09,40187836000
NVGS,Navigator Holdings,NYSE,12.15,Transportation - Ship,,4/5/2022,Buy,125605,-6.32%,11.63,10.49,9.74,680230000
NVST,Envista Holdings Corp,NYSE,46.96,Medical Products,,4/5/2022,Buy,2300100,-9.74%,48.34,46.68,44.7,7706155000
NWE,Northwestern Corp,NASDAQ,60.98,Utility - Electric Power,,4/5/2022,Buy,411435,-13.87%,59.3,59.06,57.73,3255558000
NXE,Nexgen Energy Ltd,NYSE,5.49,Mining - Misc,SIC-1090 Miscellaneous Metal Ores,4/5/2022,Buy,2356555,-15.54%,5.56,4.93,4.78,2617377000
NXGN,Nextgen Healthcare Inc,NASDAQ,21.07,Medical Information Systems,,4/5/2022,Buy,361855,-2.99%,20.23,19.55,18.4,1420212000
NXRT,Nexpoint Residential Trust Inc,NYSE,88.14,REIT - Equity Trust Resident,,4/5/2022,Buy,103870,-5.04%,88.68,84.57,81.78,2292870000
NXST,Nexstar Media Group Inc,NASDAQ,184.5,Broadcast - Radio & TV,,4/5/2022,Buy,398165,-4.32%,185.56,179.27,167.7,7637628000
OAS,Oasis Petroleum Inc,NASDAQ,143.68,Oil - US Exploration & Product,,4/5/2022,Buy,380955,-9.34%,147.34,140.39,133.62,2889435000
ODP,Office Depot,NASDAQ,44.79,Retail - Misc & Diversified,,4/5/2022,Buy,351550,-12.86%,45.46,44.33,42.13,2233796000
OGE,Oge Energy Corp,NYSE,41.29,Utility - Electric Power,SIC-4911 Electric Services,4/5/2022,Buy,1303155,-0.84%,39.49,38.22,37.36,8212286000
OGS,One Gas Inc,NYSE,89.11,Utility - Gas Distribution,,4/5/2022,Buy,316165,-0.87%,85.89,81.66,77.43,4740084000
OII,Oceaneering International,NYSE,14.94,Oil - Field Services,,4/5/2022,Buy,1029085,-17.91%,15.61,14.9,13.46,1548546000
OKE,Oneok Inc,NYSE,69.84,Oil Gas Prod Pipeline MLP,,4/5/2022,Buy,2842885,-3.50%,68.65,65.32,63.07,31756980000
OMAB,Grupo Aeroportuario ADR,NASDAQ,62.49,Transportation - Services,,4/5/2022,Buy,53185,-0.90%,57.12,56.49,53.99,2625328000
OMC,Omnicom Group Inc,NYSE,81.32,Advertising Marketing Services,,4/5/2022,Buy,2082830,-11.23%,82.62,81.48,76.88,16978012000
OSBC,Old Second Bancorp,NASDAQ,14.11,Banks - Midwest,,4/5/2022,Buy,258475,-8.85%,14.47,14.2,13.6,635792000
OUT,Outfront Media Inc,NYSE,27.74,REIT - Equity Trust Other,,4/5/2022,Buy,1352785,-5.52%,28.09,26.4,26.18,4178163000
OVV,Ovintiv Inc,NYSE,51.66,Oil - C$ Exploration & Product,,4/5/2022,Buy,4472500,-8.26%,50.22,45.2,40.26,13986154000
OXY,Occidental Petroleum Corp,NYSE,55.72,Oil - US Integrated,,4/5/2022,Buy,44022285,-11.89%,57.36,48.1,39.58,54143968000
PAC,Grupo Aeroportuario Del Pacifico ADR,NYSE,162.44,Transportation - Services,,4/5/2022,Buy,69215,-2.87%,145.64,142.78,136.9,8414526000
PAM,Pampa Energia S.A. ADR,NYSE,23.97,Utility - Electric Power,,4/5/2022,Buy,147255,-4.12%,22.67,21.47,20.12,1328171000
PANW,Palo Alto Networks Inc,NASDAQ,621.14,Security,"SIC-3577 Computer Peripheral Equipment, NEC",4/5/2022,Buy,1672220,-2.32%,588.84,548.29,538.78,61857800000
PBA,Pembina Pipeline Cor,NYSE,37.87,Oil - Production & Pipeline,,4/5/2022,Buy,1252655,-2.42%,37.07,34.75,32.8,21012822000
PBF,PBF Energy Inc,NYSE,25.46,Oil - Refining and Marketing,,4/5/2022,Buy,3658965,-4.61%,22.98,20.06,17.01,3004840000
PBFX,PBF Logistics LP,NYSE,14.68,Oil Gas Prod Pipeline MLP,SIC-4610 Pipe Lines (No Natural Gas),4/5/2022,Buy,175460,-12.10%,13.64,13.58,12.8,886388000
PBR,Petroleo Brasileiro S.A. Petrobras ADR,NYSE,14.91,Emerging Markets Integrated,,4/5/2022,Buy,30114520,-2.71%,14.1,13.97,12.49,98809832000
PBR.A,Petroleo Brasileiro Sa Petrobr ADR,NYSE,13.85,Emerging Markets Integrated,,4/5/2022,Buy,13405610,-3.55%,13.11,12.87,11.57,92548608000
PCPC,Periphas Capital Partnering Corp Cl A,NYSE,24.56,Unclassified,N/A,4/5/2022,Buy,90975,-0.97%,24.5,24.43,24.38,413595000
PCRX,Pacira Pharm Inc,NASDAQ,76.61,Medical - Drugs,,4/5/2022,Buy,462595,-2.52%,74.16,68.64,63.52,3468992000
PDCE,Pdc Energy Inc,NASDAQ,73.16,Oil - US Exploration & Product,,4/5/2022,Buy,1088015,-6.36%,71.25,64.84,58.52,7318191000
PDCO,Patterson Companies,NASDAQ,32.57,Medical - Dental Suppliers,,4/5/2022,Buy,462315,-12.84%,31.67,30.16,30.08,3225431000
PDS,Precision Drilling Corp,NYSE,77.43,Oil & Gas - Drilling,,4/5/2022,Buy,81890,-2.12%,68.12,58.05,47.22,1062466000
PEB,Pebblebrook Hotel Trust,NYSE,23.88,REIT - Equity Trust Other,,4/5/2022,Buy,1647165,-9.72%,23.82,23.03,22.68,3246029000
PECO,Phillips Edison & Company Inc,NASDAQ,34.71,REIT - Equity Trust Retail,,4/5/2022,Buy,2853025,-4.51%,33.78,32.86,32.76,3929310000
PEG,Public Service Enterprise Group Inc,NYSE,70.56,Utility - Electric Power,,4/5/2022,Buy,2596960,-1.22%,68,66.59,65.58,35291064000
PFHD,Professional Holding Corp,NASDAQ,22.87,Banks - Southeast,,4/5/2022,Buy,37615,-6.54%,22.18,21.53,20.56,305530000
PGR,Progressive Corp,NYSE,114.23,Insurance - Proprty & Casualty,,4/5/2022,Buy,2180070,-2.85%,111.61,108.75,104.5,66734696000
PGRE,Paramount Group Inc,NYSE,10.73,REIT - Equity Trust Other,,4/5/2022,Buy,2263290,-7.86%,10.76,10,9.4,2394567000
PKG,Packaging Corp of America,NYSE,154.08,Containers - Paper Products,SIC-2650 Paperboard Containers & Boxes,4/5/2022,Buy,648560,-2.77%,153.95,149.55,141.68,14539114000
PLAN,Anaplan Inc,NYSE,65.29,Internet - Software,,4/5/2022,Buy,14573015,-7.06%,57.52,50.67,49.05,9813220000
PLAY,Dave & Buster's Ente,NASDAQ,46.4,Retail - Restaurants,,4/5/2022,Buy,1398880,-11.68%,43.76,41.2,38.78,2275317000
PLL,Piedmont Lithium Inc ADR,NASDAQ,69.93,Mining - Misc,,4/5/2022,Buy,767575,-12.58%,71.09,58.4,57.03,1243971000
PLYA,Playa Hotels & Resorts N.V.,NASDAQ,8.47,Hotels & Motels,SIC-7011 Hotels & Motels,4/5/2022,Buy,1142705,-13.66%,8.62,8.45,8.01,1407888000
PNNT,Pennantpark Investme,NASDAQ,7.85,Finance - SBIC & Commercial,,4/5/2022,Buy,342275,-1.81%,7.72,7.54,7.24,519798000
PNW,Pinnacle West Capital Corp,NYSE,78.5,Utility - Electric Power,SIC-4911 Electric Services,4/5/2022,Buy,717985,-11.34%,75.37,72.31,70.23,8902429000
POLY,Plantronics,NYSE,39.83,Communications Components,,4/5/2022,Buy,2768810,-8.23%,31.22,28.9,28.72,1694048000
POND,Angel Pond Holdings Corp Cl A,NYSE,9.9,Unclassified,SIC-6770 Blank Checks,4/4/2022,Buy,129475,-0.50%,9.85,9.83,9.77,328571000
POR,Portland General Electric Company,NYSE,55.02,Utility - Electric Power,,4/5/2022,Buy,568720,-1.84%,54.53,52.7,52.06,4906809000
PRA,Pro-Assurance Corp,NYSE,26.7,Insurance - Proprty & Casualty,,4/5/2022,Buy,205305,-5.49%,25.94,24.82,24.6,1456569000
PRSR,Prospector Capital Corp Cl A,NASDAQ,9.82,Unclassified,SIC-6770 Blank Checks,4/5/2022,Buy,29540,-1.69%,9.8,9.77,9.76,368438000
PRU,Prudential Financial Inc,NYSE,116.85,Insurance - Multi Line,,4/5/2022,Buy,2006165,-5.93%,115.29,113.97,111.45,43758880000
PSA,Public Storage,NYSE,395.72,REIT - Equity Trust Other,,4/5/2022,Buy,717860,-1.73%,375.87,365.65,358.05,69149576000
PSN,Parsons Corp,NYSE,39.37,Technology Services,,4/5/2022,Buy,575545,-12.53%,38.04,34.67,34.22,4023811000
PSO,Pearson Plc ADR,NYSE,10.13,Media Conglomerates,,4/5/2022,Buy,900140,-18.21%,10.23,9.23,8.78,7587816000
PTEN,Patterson-Uti Energy,NASDAQ,15.33,Oil & Gas - Drilling,SIC-1381 Drilling Oil & Gas Wells,4/5/2022,Buy,4340860,-10.30%,15.4,13.65,11.14,3435646000
PUMP,Propetro Holding Corp,NYSE,13.9,Oil - Field Services,,4/5/2022,Buy,1447695,-13.39%,13.87,12.72,10.78,1496478000
PV,Primavera Capital Acquisition Corp Cl A,NYSE,9.85,Unclassified,SIC-6770 Blank Checks,4/4/2022,Buy,175690,-3.43%,9.81,9.77,9.76,529438000
PWR,Quanta Services,NYSE,130.1,Engineering & R&D Services,,4/5/2022,Buy,1363185,-5.53%,128.17,113.61,113.07,18755174000
PXD,Pioneer Natural Resources Company,NYSE,244.48,Oil - US Exploration & Product,,4/5/2022,Buy,2500600,-5.97%,244.97,234.04,210.91,61388928000
QUAD,Quad Graphics Inc,NYSE,6.74,Printing - Commercial,,4/5/2022,Buy,361140,-8.11%,6.41,5.57,4.84,393497000
RADA,Rada Electr Inds Ltd,NASDAQ,14.06,Aerospace - Defense Equipment,,4/5/2022,Buy,779240,-15.15%,14.01,12.12,10.84,713888000
RCI,Rogers Communication,NYSE,57.19,Cable TV,,4/5/2022,Buy,328395,-1.09%,54.57,52.87,49.97,28715082000
RCM,R1 Rcm Inc,NASDAQ,25.87,Finance - Misc Services,SIC-8741 Services-Management Services,4/5/2022,Buy,1265500,-7.43%,25.57,25.23,24.63,7367901000
RE,Everest Re Group,NYSE,298.88,Insurance - Proprty & Casualty,,4/5/2022,Buy,269835,-3.02%,290.07,289.77,281.62,11675171000
REGI,Renewable Energy,NASDAQ,60.64,Biofuels,,4/5/2022,Buy,3040385,-17.65%,60.81,50.37,48.07,3055873000
REGN,Regeneron Pharmaceuticals,NASDAQ,691.47,Medical - Biomedical,,4/5/2022,Buy,705515,-2.67%,677.5,641.42,637.12,75109104000
RES,RPC Inc,NYSE,10.58,Oil - Field Services,,4/5/2022,Buy,2041170,-11.61%,10.57,8.87,6.84,2409578000
RGLD,Royal Gold Inc,NASDAQ,141.97,Mining - Gold,,4/5/2022,Buy,601955,-3.76%,138.96,123.07,112.59,9512114000
RHP,Ryman Hospitality Properties REIT,NYSE,92.95,REIT - Equity Trust Other,,4/5/2022,Buy,423030,-5.26%,91.39,89.35,87.87,5124449000
RIG,Transocean Inc,NYSE,4.56,Oil & Gas - Drilling,,4/5/2022,Buy,26846029,-17.99%,4.54,4,3.56,3207769000
